Order_ID,Order_Date,Customer_ID,Customer_Email,Product_ID,Product_Name,Category,Region,Sales_Channel,Sales_Representative,Quantity,Unit_Price,Unit_Cost,Discount_Rate,Payment_Method,Order_Status
ORD-10060,2025-02-01,C1116,client150@example.com,P1007,Office Chair,Furniture,Bucharest,Marketplace,Mihai Radu,4,840.0,590.0,0.1,Online Wallet,Completed
ORD-10061,2025-06-30,C1069,client140@example.com,P1001,Laptop Stand,Accessories,West,Online,Mihai Radu,5,95.0,52.0,0.1,Bank Transfer,Completed
ORD-10062,2025-08-12,C1044,client172@example.com,P1005,24-inch Monitor,Electronics,East,Marketplace,Maria Ionescu,8,720.0,510.0,0,Online Wallet,Completed
ORD-10063,2025-11-15,C1076,client145@example.com,P1003,Mechanical Keyboard,Accessories,Bucharest,Online,Mihai Radu,9,265.0,155.0,0,Bank Transfer,Completed
ORD-10064,2025-04-04,C1042,client55@example.com,P1008,Standing Desk,Furniture,East,Store,Elena Stan,1,1450.0,1030.0,0.05,Online Wallet,Completed
ORD-10065,2025-08-04,C1003,client139@example.com,P1005,24-inch Monitor,Electronics,Bucharest,Store,Maria Ionescu,5,720.0,510.0,0,Card,Completed
ORD-10066,2025-01-16,C1080,client40@example.com,P1001,Laptop Stand,Accessories,North,Online,Mihai Radu,4,95.0,52.0,0,Card,Completed
ORD-10067,2025-04-22,C1099,client95@example.com,P1010,Headset,Electronics,North,Marketplace,Ioana Pavel,8,195.0,105.0,0.2,Card,Completed
ORD-10068,2025-06-09,C1119,client80@example.com,P1003,Mechanical Keyboard,Accessories,West,Marketplace,Mihai Radu,2,265.0,155.0,0.15,Online Wallet,Completed
ORD-10069,2025-02-08,C1032,client27@example.com,P1004,USB-C Hub,Accessories,South,Marketplace,Ioana Pavel,10,175.0,98.0,0.2,Card,Cancelled
ORD-10070,2025-01-22,C1085,client95@example.com,P1010,Headset,Electronics,Bucharest,Marketplace,Elena Stan,6,195.0,105.0,0.15,Card,Completed
ORD-10071,2025-09-08,C1082,client118@example.com,P1007,Office Chair,Furniture,North,Store,Maria Ionescu,2,840.0,590.0,0.1,Cash,Completed
ORD-10072,2025-10-03,C1106,client152@example.com,P1010,Headset,Electronics,South,Store,Maria Ionescu,8,195.0,105.0,0.1,Card,Completed
ORD-10073,2025-08-19,C1079,client172@example.com,P1005,24-inch Monitor,Electronics,,Store,Andrei Pop,4,720.0,510.0,0.1,Online Wallet,Returned
ORD-10074,2025-04-04,C1103,client67@example.com,P1006,27-inch Monitor,Electronics,South,Store,Ioana Pavel,8,1090.0,790.0,0,Cash,Completed
ORD-10075,2025-01-06,C1031,client105@example.com,P1009,Webcam,Electronics,East,Marketplace,Maria Ionescu,9,230.0,132.0,0,Online Wallet,Completed
ORD-10076,2025-08-18,C1029,client104@example.com,P1008,Standing Desk,Furniture,North,Store,Ioana Pavel,1,1450.0,1030.0,0,Cash,Completed
ORD-10077,2025-10-11,C1096,client141@example.com,P1008,Standing Desk,Furniture,South,Store,Mihai Radu,9,1450.0,1030.0,0.05,Cash,Completed
ORD-10078,2025-05-09,C1025,client81@example.com,P1005,24-inch Monitor,Electronics,Bucharest,Marketplace,Ioana Pavel,4,720.0,510.0,0,Bank Transfer,Cancelled
ORD-10079,2025-04-21,C1093,client151@example.com,P1004,USB-C Hub,Accessories,West,Marketplace,Elena Stan,12,175.0,98.0,0.1,Card,Completed
ORD-10080,2025-06-01,C1039,client4@example.com,P1004,USB-C Hub,Accessories,West,Online,Elena Stan,4,175.0,98.0,0.05,Card,Completed
ORD-10081,2025-10-11,C1082,client126@example.com,P1001,Laptop Stand,Accessories,Bucharest,Online,Ioana Pavel,5,95.0,52.0,0.2,Cash,Completed
ORD-10082,2025-09-03,C1124,client14@example.com,P1008,Standing Desk,Furniture,South,Store,Andrei Pop,8,1450.0,1030.0,0.05,Card,Completed
ORD-10083,2025-09-09,C1088,client14@example.com,P1007,Office Chair,Furniture,North,Online,Ioana Pavel,2,840.0,590.0,0.15,Cash,Cancelled
ORD-10084,2025-05-08,C1078,client153@example.com,P1002,Wireless Mouse,Accessories,West,Online,Ioana Pavel,2,85.0,44.0,0.15,Online Wallet,Completed
ORD-10085,2025-08-15,C1040,client146@example.com,P1008,Standing Desk,Furniture,West,Online,Ioana Pavel,5,1450.0,1030.0,0.15,Card,Completed
ORD-10086,2025-11-17,C1011,client41@example.com,P1004,USB-C Hub,Accessories,North,Online,Ioana Pavel,4,175.0,98.0,0.05,Card,Cancelled
ORD-10087,2025-01-02,C1077,client121@example.com,P1003,Mechanical Keyboard,Accessories,South,Online,Maria Ionescu,7,265.0,155.0,0.1,Cash,Cancelled
ORD-10088,2025-12-26,C1030,client68@example.com,P1005,24-inch Monitor,Electronics,West,Marketplace,Maria Ionescu,8,720.0,510.0,0,Online Wallet,Cancelled
ORD-10089,2025-10-06,C1117,client69@example.com,P1002,Wireless Mouse,Accessories,North,Online,Andrei Pop,4,85.0,44.0,0.2,Bank Transfer,Completed
ORD-10090,2025-11-01,C1057,client32@example.com,P1005,24-inch Monitor,Electronics,East,Marketplace,Elena Stan,12,720.0,510.0,0.15,Online Wallet,Completed
ORD-10091,2025-09-14,C1011,client154@example.com,P1005,24-inch Monitor,Electronics,Bucharest,Store,Elena Stan,9,720.0,510.0,0.1,Cash,Completed
ORD-10092,2025-02-16,C1076,client6@example.com,P1001,Laptop Stand,Accessories,South,Marketplace,Andrei Pop,4,95.0,52.0,0.2,Bank Transfer,Returned
ORD-10093,2025-09-23,C1024,client150@example.com,P1008,Standing Desk,Furniture,East,Marketplace,Mihai Radu,11,1450.0,1030.0,0.1,Card,Completed
ORD-10094,2025-06-28,C1086,client27@example.com,P1008,Standing Desk,Furniture,North,Store,Mihai Radu,7,1450.0,1030.0,0.05,Online Wallet,Completed
ORD-10095,2025-12-06,C1059,client23@example.com,P1005,24-inch Monitor,Electronics,South,Store,Elena Stan,7,720.0,510.0,0.15,Card,Completed
ORD-10096,2025-09-21,C1060,client106@example.com,P1007,Office Chair,Furniture,Bucharest,Online,Ioana Pavel,1,840.0,590.0,1.25,Cash,Returned
ORD-10097,2025-09-13,C1027,client69@example.com,P1010,Headset,Electronics,West,Online,Elena Stan,11,195.0,105.0,0.1,Online Wallet,Completed
ORD-10098,2025-03-04,C1103,client62@example.com,P1008,Standing Desk,Furniture,North,Store,Ioana Pavel,1,1450.0,1030.0,0.2,Card,Returned
ORD-10099,2025-07-28,C1060,client31@example.com,P1009,Webcam,Electronics,North,Store,Elena Stan,2,230.0,132.0,0,Cash,Completed
ORD-10100,2025-09-05,C1071,client38@example.com,P1007,Office Chair,Furniture,East,Online,Ioana Pavel,8,840.0,590.0,0,Bank Transfer,Completed
ORD-10101,2025-05-22,C1035,client1@example.com,P1002,Wireless Mouse,Accessories,South,Marketplace,Elena Stan,7,85.0,44.0,0.05,Online Wallet,Returned
ORD-10102,2025-08-17,C1043,client142@example.com,P1003,Mechanical Keyboard,Accessories,West,Store,Mihai Radu,9,265.0,155.0,0.1,Cash,Completed
ORD-10103,2025-12-24,C1030,client106@example.com,P1004,USB-C Hub,Accessories,Bucharest,Store,Mihai Radu,4,175.0,98.0,0.15,Online Wallet,Completed
ORD-10104,2025-12-06,C1124,client10@example.com,P1007,Office Chair,Furniture,North,Marketplace,Ioana Pavel,11,840.0,590.0,0,Cash,Completed
ORD-10105,2025-08-14,C1002,client37@example.com,P1002,Wireless Mouse,Accessories,East,Marketplace,Maria Ionescu,2,85.0,44.0,0.15,Card,Completed
ORD-10106,2025-05-16,C1051,client167@example.com,P1008,Standing Desk,Furniture,Bucharest,Store,Ioana Pavel,6,1450.0,1030.0,0.15,Online Wallet,Cancelled
ORD-10107,2025-11-17,C1005,client159@example.com,P1006,27-inch Monitor,Electronics,Bucharest,Online,Elena Stan,12,1090.0,790.0,0.1,Bank Transfer,Returned
ORD-10108,2025-08-11,C1112,client26@example.com,P1002,Wireless Mouse,Accessories,East,Online,Elena Stan,2,85.0,44.0,0.2,Card,Cancelled
ORD-10109,2025-06-16,C1048,client111@example.com,P1001,Laptop Stand,Accessories,North,Online,Ioana Pavel,1,95.0,52.0,0.05,Online Wallet,Completed
ORD-10110,2025-12-16,C1011,client157@example.com,P1010,Headset,Electronics,East,Marketplace,Maria Ionescu,3,195.0,105.0,0,Online Wallet,Completed
ORD-10111,2025-03-15,C1033,client118@example.com,P1010,Headset,Electronics,South,Marketplace,Andrei Pop,4,195.0,105.0,0.1,Online Wallet,Cancelled
ORD-10112,2025-12-13,C1057,client89@example.com,P1005,24-inch Monitor,Electronics,West,Store,Mihai Radu,9,720.0,510.0,0,Cash,Completed
ORD-10113,2025-06-04,C1014,client61@example.com,P1008,Standing Desk,Furniture,East,Marketplace,Elena Stan,4,1450.0,1030.0,0.1,Cash,Completed
ORD-10114,2025-01-12,C1002,client145@example.com,P1005,24-inch Monitor,Electronics,Bucharest,Marketplace,Mihai Radu,11,720.0,510.0,0.1,Cash,Completed
ORD-10115,2025-11-07,C1025,client159@example.com,P1004,USB-C Hub,Accessories,South,Marketplace,Maria Ionescu,6,175.0,98.0,0,Card,Cancelled
ORD-10116,2025-06-08,C1047,client34@example.com,P1001,Laptop Stand,Accessories,Bucharest,Store,Elena Stan,8,95.0,52.0,0,Online Wallet,Returned
ORD-10117,2025-04-13,C1068,client129@example.com,P1003,Mechanical Keyboard,Accessories,South,Online,Elena Stan,3,265.0,155.0,0.15,Online Wallet,Completed
ORD-10118,2025-06-23,C1019,client58@example.com,P1005,24-inch Monitor,Electronics,East,Marketplace,Elena Stan,2,720.0,510.0,0.1,Card,Completed
ORD-10119,2025-01-08,C1059,client95@example.com,P1007,Office Chair,Furniture,South,Marketplace,Mihai Radu,5,840.0,590.0,0.15,Cash,Completed
ORD-10120,2025-12-12,C1080,client144@example.com,P1002,Wireless Mouse,Accessories,South,Marketplace,Maria Ionescu,4,-50,44.0,0.1,Card,Completed
ORD-10121,2025-12-25,C1015,client36@example.com,P1008,Standing Desk,Furniture,Bucharest,Online,Elena Stan,5,1450.0,1030.0,0.2,Online Wallet,Completed
ORD-10122,2025-02-19,C1050,client117@example.com,P1002,Wireless Mouse,Accessories,South,Marketplace,Ioana Pavel,4,85.0,44.0,0.15,Online Wallet,Completed
ORD-10123,2025-03-21,C1107,client126@example.com,P1010,Headset,Electronics,West,Store,Elena Stan,7,195.0,105.0,0.2,Card,Completed
ORD-10124,2025-04-22,C1110,client93@example.com,P1006,27-inch Monitor,Electronics,Bucharest,Marketplace,Elena Stan,8,1090.0,790.0,0.1,Cash,Completed
ORD-10125,2025-07-23,C1122,client117@example.com,P1001,Laptop Stand,Accessories,Bucharest,Marketplace,Maria Ionescu,5,95.0,52.0,0,Card,Completed
ORD-10126,2025-06-20,C1027,client18@example.com,P1001,Laptop Stand,Accessories,West,Online,Ioana Pavel,4,95.0,52.0,0,Bank Transfer,Returned
ORD-10127,2025-06-18,C1036,client38@example.com,P1004,USB-C Hub,Accessories,North,Marketplace,Elena Stan,3,175.0,98.0,0.15,Bank Transfer,Completed
ORD-10128,2025-12-05,C1046,client61@example.com,P1002,Wireless Mouse,Accessories,West,Store,Andrei Pop,1,85.0,44.0,0,Bank Transfer,Completed
ORD-10129,2025-01-27,C1068,client30@example.com,P1005,24-inch Monitor,Electronics,Bucharest,Store,Mihai Radu,3,720.0,510.0,0.2,Cash,Completed
ORD-10130,2025-10-31,C1029,client158@example.com,P1009,Webcam,Electronics,Bucharest,Marketplace,Ioana Pavel,2,230.0,132.0,0.1,Cash,Returned
ORD-10131,2025-11-26,C1109,client103@example.com,P1008,Standing Desk,Furniture,East,Marketplace,Andrei Pop,1,1450.0,1030.0,0,Online Wallet,Completed
ORD-10132,2025-02-07,C1019,client17@example.com,P1008,Standing Desk,Furniture,North,Store,Ioana Pavel,2,1450.0,1030.0,0.05,Cash,Returned
ORD-10133,2025-11-02,C1065,client155@example.com,P1007,Office Chair,Furniture,East,Online,Andrei Pop,9,840.0,590.0,0.05,Bank Transfer,Completed
ORD-10134,2025-08-20,C1106,client117@example.com,P1007,Office Chair,Furniture,East,Store,Andrei Pop,4,840.0,590.0,0.1,Cash,Completed
ORD-10135,2025-06-10,C1123,client40@example.com,P1007,Office Chair,Furniture,East,Online,Andrei Pop,11,840.0,590.0,0.05,Card,Completed
ORD-10136,2025-08-10,C1048,client34@example.com,P1002,Wireless Mouse,Accessories,West,Online,Ioana Pavel,2,85.0,44.0,0.2,Cash,Cancelled
ORD-10137,2025-07-30,C1112,client14@example.com,P1002,Wireless Mouse,Accessories,South,Marketplace,Elena Stan,6,85.0,44.0,0.2,Cash,Completed
ORD-10138,2025-10-23,C1085,client124@example.com,P1002,Wireless Mouse,Accessories,North,Online,Elena Stan,9,85.0,44.0,0,Cash,Completed
ORD-10139,2025-05-23,C1109,client144@example.com,P1002,Wireless Mouse,Accessories,West,Marketplace,Ioana Pavel,10,85.0,44.0,0,Card,Completed
ORD-10140,2025-12-03,C1024,client70@example.com,P1010,Headset,Electronics,South,Store,Elena Stan,12,195.0,105.0,0.05,Card,Completed
ORD-10141,2025-03-15,C1009,client37@example.com,P1003,Mechanical Keyboard,Accessories,Bucharest,Online,Ioana Pavel,10,265.0,155.0,0.2,Bank Transfer,Completed
ORD-10142,2025-08-03,C1048,client80@example.com,P1007,Office Chair,Furniture,South,Marketplace,Ioana Pavel,8,840.0,590.0,0.05,Card,Completed
ORD-10143,2025-03-21,C1087,client21@example.com,P1001,Laptop Stand,Accessories,South,Store,Mihai Radu,3,95.0,52.0,0.15,Online Wallet,Completed
ORD-10144,2025-08-15,,client132@example.com,P1010,Headset,Electronics,Bucharest,Store,Mihai Radu,7,195.0,105.0,0.05,Card,Completed
ORD-10145,2025-12-14,C1068,client171@example.com,P1005,24-inch Monitor,Electronics,South,Online,Maria Ionescu,11,720.0,510.0,0.15,Online Wallet,Completed
ORD-10146,2025-01-29,C1122,client55@example.com,P1010,Headset,Electronics,North,Store,Elena Stan,1,195.0,105.0,0,Cash,Completed
ORD-10147,2025-01-04,C1023,client34@example.com,P1002,Wireless Mouse,Accessories,East,Marketplace,Maria Ionescu,8,85.0,44.0,0.2,Cash,Completed
ORD-10148,2025-07-23,C1003,client118@example.com,P1002,Wireless Mouse,Accessories,Bucharest,Store,Ioana Pavel,12,85.0,44.0,0,Online Wallet,Completed
ORD-10149,2025-07-27,C1038,client30@example.com,P1010,Headset,Electronics,East,Online,Elena Stan,12,195.0,105.0,0.2,Bank Transfer,Completed
ORD-10150,2025-08-24,C1056,client28@example.com,P1010,Headset,Electronics,North,Store,Ioana Pavel,12,195.0,105.0,0.05,Online Wallet,Completed
ORD-10151,2025-02-10,C1044,client57@example.com,P1009,Webcam,Electronics,South,Online,Andrei Pop,7,230.0,132.0,0.05,Card,Cancelled
ORD-10152,2025-09-19,C1094,client166@example.com,P1009,Webcam,Electronics,North,Online,Andrei Pop,4,230.0,132.0,0.05,Bank Transfer,Completed
ORD-10153,2025-04-12,C1098,client168@example.com,P1005,24-inch Monitor,Electronics,Bucharest,Online,Mihai Radu,3,720.0,510.0,0.15,Online Wallet,Completed
ORD-10154,2025-10-24,C1083,client163@example.com,P1010,Headset,Electronics,West,Store,Elena Stan,8,195.0,105.0,0.2,Bank Transfer,Returned
ORD-10155,2025-02-04,C1039,client71@example.com,P1008,Standing Desk,Furniture,West,Online,Elena Stan,8,1450.0,1030.0,0.1,Card,Cancelled
ORD-10156,2025-08-25,C1048,client74@example.com,P1005,24-inch Monitor,Electronics,Bucharest,Marketplace,Andrei Pop,8,720.0,510.0,0,Online Wallet,Completed
ORD-10157,2025-10-25,C1058,client147@example.com,P1008,Standing Desk,Furniture,North,Store,Ioana Pavel,9,1450.0,1030.0,0.2,Online Wallet,Completed
ORD-10158,2025-03-19,C1104,client88@example.com,P1009,Webcam,Electronics,Bucharest,Marketplace,Maria Ionescu,1,230.0,132.0,0.1,Card,Completed
ORD-10159,2025-12-29,C1067,client157@example.com,P1004,USB-C Hub,Accessories,North,Store,Elena Stan,8,175.0,98.0,0.1,Cash,Returned
ORD-10160,2025-07-29,C1007,client162@example.com,P1007,Office Chair,Furniture,South,Online,Elena Stan,6,840.0,590.0,0.2,Card,Returned
ORD-10161,2025-12-14,C1093,client169@example.com,P1009,Webcam,Electronics,West,Online,Elena Stan,7,230.0,132.0,0.05,Card,Completed
ORD-10162,2025-12-06,C1124,client168@example.com,P1010,Headset,Electronics,East,Online,Ioana Pavel,3,195.0,105.0,0.05,Card,Completed
ORD-10163,2025-10-14,C1105,client33@example.com,P1005,24-inch Monitor,Electronics,West,Online,Mihai Radu,7,720.0,510.0,0.2,Cash,Completed
ORD-10164,2025-07-05,C1044,client125@example.com,P1001,Laptop Stand,Accessories,North,Online,Maria Ionescu,5,95.0,52.0,0,Bank Transfer,Completed
ORD-10165,2025-06-01,C1107,client135@example.com,P1002,Wireless Mouse,Accessories,Bucharest,Marketplace,Elena Stan,2,85.0,44.0,0.15,Bank Transfer,Returned
ORD-10166,2025-07-12,C1107,client178@example.com,P1010,Headset,Electronics,West,Online,Mihai Radu,3,195.0,105.0,0,Card,Completed
ORD-10167,2025-07-06,C1125,client114@example.com,P1007,Office Chair,Furniture,West,Store,Mihai Radu,11,840.0,590.0,0.2,Bank Transfer,Completed
ORD-10168,2025-05-03,C1048,client174@example.com,P1009,Webcam,Electronics,West,Store,Mihai Radu,5,230.0,132.0,0.1,Cash,Pending
ORD-10169,2025-09-15,C1105,client52@example.com,P1007,Office Chair,Furniture,West,Online,Elena Stan,9,840.0,590.0,0.1,Card,Completed
ORD-10170,2025-07-10,C1109,client133@example.com,P1008,Standing Desk,Furniture,Bucharest,Store,Andrei Pop,9,1450.0,1030.0,0,Bank Transfer,Cancelled
ORD-10171,2025-08-19,C1012,client57@example.com,P1005,24-inch Monitor,Electronics,East,Store,Andrei Pop,9,720.0,510.0,0,Online Wallet,Completed
ORD-10172,2025-07-22,C1050,client21@example.com,P1001,Laptop Stand,Accessories,South,Online,Andrei Pop,9,95.0,52.0,0.05,Cash,Completed
ORD-10173,2025-11-29,C1005,client74@example.com,P1002,Wireless Mouse,Accessories,East,Marketplace,Maria Ionescu,6,85.0,44.0,0,Online Wallet,Completed
